Date,Platform,Daily_Active_Users,New_Registrations,Session_Duration,In_Game_Purchases,Social_Media_Mentions,Stream_Viewership,Revenue,Top_Genre
2024-05-18,Mobile,143414,16439,19.26,79985,7987,72493,119620,Action
2018-01-10,VR,2017,10083,14.05,13833,4949,1582,8413,Simulation
2021-04-19,VR,2375,13296,14.06,28269,6681,5098,11835,Adventure
2020-05-16,Mobile,122971,12383,19.16,44730,6054,99069,64965,Adventure
2019-03-17,PC,41680,11238,39.63,18220,5591,62990,8526,Action
2019-07-31,PC,62202,11535,38.03,23791,5745,59977,26028,Simulation
2020-07-19,VR,1466,12522,35.9,41435,6359,4078,18288,Adventure
2023-09-03,PC,39298,15719,62.14,33992,7826,82067,30497,FPS
2021-06-02,Mobile,145903,13473,12.33,17263,6646,15104,13616,Action
2023-07-25,VR,2364,15567,21.85,65077,7702,8458,9320,RPG
2020-01-29,PC,71075,12080,27.34,39121,5972,93577,27608,Action
2023-06-08,Console,49433,15486,52.39,65264,7648,12508,42127,FPS
2020-01-30,VR,3017,12068,23.32,21963,6020,7582,9675,Action
2024-08-10,VR,1386,16636,10,64758,8478,6122,20309,Adventure
2019-09-29,Mobile,93991,11751,14.82,25129,5859,68420,18848,FPS
2019-10-11,PC,81529,11766,33.14,56886,6012,19049,37654,RPG
2018-10-25,PC,36261,10828,30.14,45510,5314,28227,33862,Action
2023-06-15,Console,58799,15484,25.79,58441,7851,16508,49332,FPS
2022-02-28,Mobile,80574,14107,19,70020,7281,56696,53504,FPS
2018-01-27,VR,1728,10014,12.57,38690,5100,5482,20907,Action
2018-11-25,VR,1845,10924,31.64,23105,5481,7705,9848,Simulation
2023-08-09,VR,2427,15689,23.4,50858,7873,3871,13048,FPS
2019-11-20,Mobile,109519,11856,29.73,17541,5956,65749,42361,Simulation
2024-09-04,Mobile,201921,16668,24.44,30146,8320,79315,46157,FPS
2022-04-07,VR,1816,14279,11.87,34567,7103,4514,12612,Action
2019-12-21,PC,85201,11920,57.91,28889,6057,39092,25699,Simulation
2021-08-23,VR,1924,13653,14.79,36084,6695,3527,13510,Action
2018-07-19,VR,2102,10555,11.11,26538,5327,5063,9219,RPG
2020-06-11,Console,41428,12433,44,21287,6270,37168,11918,FPS
2019-12-25,Console,55307,12037,49.27,25437,6003,17609,30720,Action
2020-01-02,VR,1688,11970,27.76,34716,6156,7010,5096,FPS
2023-08-07,Console,55677,15634,40.24,15867,7865,10953,15661,Action
2018-08-31,VR,2008,10673,23.64,34846,5239,1438,8549,RPG
2022-07-30,VR,3074,14569,13.72,49289,7212,7079,10970,Adventure
2023-11-14,VR,3668,15927,15.34,33237,7999,11377,9975,FPS
2019-05-21,PC,53066,11347,23.47,44801,5600,120562,64090,Action
2024-03-13,Console,36787,16181,61.2,28442,8091,26798,12232,Adventure
2018-08-27,PC,60642,10650,24.26,25107,5289,81755,24439,RPG
2021-09-01,VR,1817,13741,17.08,14403,6692,2747,4134,Simulation
2020-08-22,Mobile,119268,12650,21.63,50096,6503,61947,43951,Adventure
2022-01-05,Mobile,123901,13983,13.14,16293,7057,73161,20102,Action
2020-02-26,Mobile,115778,12175,23.81,25870,6011,35727,70913,Simulation
2020-04-06,Mobile,117995,12256,13.45,42597,6063,80685,86876,RPG
2020-01-22,Console,62054,12067,33.5,27429,5986,23755,18066,Simulation
2024-02-29,Mobile,143116,16142,26.14,23478,8094,101802,37096,FPS
2023-04-27,Console,92067,15344,42.96,51353,7684,16554,34336,Adventure
2023-02-03,Console,57816,15044,31.81,73993,7495,28501,61796,Action
2023-06-09,Console,58256,15409,34.27,36347,7729,17206,20240,Adventure
2024-04-28,Console,72218,16276,41.45,24224,8005,7240,18713,Action
2018-09-22,PC,56373,10695,43.85,21784,5439,28796,11740,Simulation
2020-02-28,Console,46532,12173,29,51750,6146,22109,44271,Simulation
2020-08-04,VR,1524,12671,19.35,35995,6330,7183,16027,Simulation
2024-04-16,Mobile,97398,16292,17.23,38285,8176,61519,26593,Simulation
2023-05-11,Mobile,114253,15302,21.27,69328,7556,107610,92654,RPG
2023-02-28,VR,1267,15199,11.89,22814,7766,6236,6898,Adventure
2022-12-13,VR,2437,14893,18.21,60321,7493,6901,14376,FPS
2018-07-11,PC,67557,10492,62.66,24295,5213,47233,10071,FPS
2021-06-08,VR,1736,13448,18.99,66611,6799,6161,34477,RPG
2021-05-10,VR,2283,13397,29.33,29919,6593,8796,11304,RPG
2023-07-17,Mobile,150272,15564,12.6,41983,7877,30518,75318,Action
2022-09-07,VR,2000,14673,16.64,44185,7298,4075,5997,FPS
2019-06-26,Mobile,74881,11487,30.37,28642,5731,26752,27933,Action
2019-04-11,Console,45578,11285,78.84,19218,5671,20016,18784,Adventure
2023-05-17,Console,30838,15418,36.94,31348,7707,18417,12581,Simulation
2024-03-30,VR,3211,16233,10.25,58146,8293,7956,23372,Adventure
2019-08-09,PC,61253,11618,31.65,18798,5925,40908,18217,Action
2021-10-13,VR,1798,13843,26.17,33725,6877,6406,9495,Action
2022-08-13,VR,3664,14656,23.74,53947,7288,11283,10522,RPG
2020-09-27,VR,1429,12802,29.96,39268,6360,2449,10485,Action
2018-10-08,VR,1969,10736,15.77,29309,5284,5562,8187,Simulation
2023-12-18,Mobile,114289,15897,30.65,50798,8039,62421,62620,FPS
2020-10-09,Mobile,76311,12830,28.03,54611,6363,50716,115572,Simulation
2023-03-26,PC,86986,15279,40.02,51983,7614,93981,55249,Simulation
2018-07-11,Mobile,79951,10467,21.56,28250,5250,37511,15176,RPG
2019-08-10,PC,54349,11607,34.41,56707,5743,41949,55617,Action
2020-10-14,VR,2520,12806,23.89,27781,6242,7105,11777,RPG
2022-12-10,PC,65685,14975,38.44,29623,7446,50684,28131,Action
2020-11-20,PC,74936,12861,16.9,19373,6528,145730,16547,Adventure
2023-06-12,PC,95278,15445,27.92,39716,7597,102666,35747,RPG
2022-02-01,Console,65634,14064,54.09,43234,7058,26265,17737,RPG
2020-04-17,Console,62439,12278,40.35,53126,6186,14496,19329,Adventure
2021-03-19,VR,2685,13314,25.41,57273,6604,4885,13142,FPS
2020-04-29,VR,1315,12334,11.46,40697,6205,3964,23983,RPG
2020-10-17,Mobile,108992,12746,14.27,63316,6398,79434,79036,Simulation
2024-04-06,Mobile,96403,16264,10.42,51249,8093,75397,73104,Adventure
2018-11-03,PC,27082,10832,13.18,41242,5371,56402,15462,Simulation
2022-04-23,PC,89914,14313,62.29,32227,7085,48759,30762,RPG
2020-02-20,Console,57855,12134,70.04,36748,6064,23669,25888,RPG
2018-05-08,Console,38453,10340,64.97,44048,5110,9155,62222,Adventure
2021-12-19,Console,53487,13949,48.68,14764,7057,20702,8752,Action
2023-08-08,Mobile,71326,15619,32.04,71416,7860,61945,118696,FPS
2024-06-12,Mobile,166577,16399,21.88,17808,8168,71933,14695,RPG
2018-01-25,PC,27181,10062,34.32,34467,5035,56097,19112,RPG
2022-07-29,Mobile,168987,14581,15.34,33964,7228,43355,64383,RPG
2019-01-14,PC,82468,10995,26.87,33517,5634,52058,43122,RPG
2024-01-07,VR,1984,16030,6.48,57895,8071,10880,14081,FPS
2018-01-30,VR,2461,10062,21.33,42901,5152,6815,4500,Adventure
2023-05-02,VR,1969,15339,14.72,56303,7566,3277,22278,Action
2022-06-18,Mobile,127841,14469,10.85,48563,7236,75690,84772,Adventure
2018-01-09,Mobile,50007,10052,14.18,46970,5018,19245,89188,RPG
2023-05-26,VR,1544,15388,18.5,43167,7834,3926,11891,FPS
2022-09-04,Console,45206,14653,45.82,66624,7349,33728,68950,RPG
2021-09-17,Mobile,161609,13695,22.53,43593,6857,17274,48286,Simulation
2018-09-25,PC,50440,10652,34.33,22221,5406,75022,34407,RPG
2018-12-03,VR,2250,10957,19.92,26065,5420,7557,12878,Action
2021-04-01,VR,2245,13294,27.28,39874,6745,5765,8136,Action
2022-02-10,Mobile,137818,14095,12.27,18126,7075,60660,24777,FPS
2022-02-18,VR,2574,14067,14.39,58043,7054,6294,23463,RPG
2020-08-12,Mobile,136934,12639,13.53,20856,6269,74008,27921,Action
2023-10-13,Console,37255,15820,29.45,35488,7852,19565,29659,Simulation
2021-08-10,Mobile,131780,13604,30.65,61050,6968,47318,85293,RPG
2022-09-21,Mobile,78935,14648,39.92,21589,7444,65022,21934,Action
2021-08-20,Mobile,88578,13569,39.08,28398,6819,82164,52479,FPS
2018-01-08,VR,2011,10002,14.64,12915,4949,4965,3294,Action
2021-11-19,Console,48058,13816,48.47,14459,6863,22377,13997,Simulation
2021-01-01,Console,39560,13065,51,52000,6531,11835,13467,Action
2018-01-08,Mobile,96702,10010,13.19,16567,5028,40011,18533,Adventure
2020-11-16,Console,58136,12854,32.17,13439,6511,11979,6541,Adventure
2023-02-20,VR,1260,15114,18.35,15584,7543,7628,6347,Adventure
2018-07-03,VR,1525,10525,14.34,10840,5361,2874,2442,Action
2019-06-01,VR,1881,11403,15.65,50128,5807,3749,10359,Simulation
2018-01-27,Console,42222,10046,58.82,12083,5032,10422,5186,RPG
2024-08-08,PC,84945,16570,37.36,49471,8151,36908,71978,Simulation
2024-02-02,Console,37967,16084,46.14,59999,8110,39926,30915,FPS
2023-06-29,PC,76218,15476,35.91,61631,7847,119820,132898,FPS
2019-07-13,PC,60038,11547,24.53,44862,5780,83702,18552,FPS
2018-09-06,Mobile,99443,10662,22.67,44608,5266,47489,63283,FPS
2024-06-11,PC,109892,16479,63.61,47968,8205,31527,50543,FPS
2022-10-31,Console,29660,14829,36.06,38827,7439,10731,24168,Adventure
2022-08-25,Mobile,154226,14692,25.61,48107,7309,39360,89076,Adventure
2018-04-01,PC,76980,10264,69.86,49897,5105,89861,42507,Adventure
2018-03-18,PC,60194,10218,34.1,33390,5118,62401,15439,RPG
2019-10-19,VR,2314,11831,22.47,18351,5889,4052,3291,RPG
2024-02-20,Mobile,152402,16102,34.51,53306,8200,49342,93868,Action
2021-02-02,Mobile,156894,13089,16.33,54053,6462,98369,101538,Action
2022-01-17,Console,72406,14069,30.14,33114,7005,20836,7993,Action
2023-09-10,Mobile,136267,15694,12.61,42752,7890,79344,48715,FPS
2020-02-15,PC,73068,12116,23.98,28176,6020,29003,24714,RPG
2021-11-26,VR,2437,13901,29.38,14824,6785,12106,3355,Action
2020-09-01,Console,36344,12653,48.24,22280,6538,16151,13035,RPG
2021-09-22,PC,52896,13769,54.46,53313,6917,120608,64491,Action
2023-06-06,Console,65087,15423,33.95,73182,7784,24143,67108,Action
2018-06-05,Mobile,110865,10496,25.84,26686,5191,27416,31598,Action
2022-12-14,VR,2538,14948,13.71,44922,7475,10071,14410,Adventure
2019-09-17,Console,68203,11741,33.38,24190,5935,22434,15569,Simulation
2018-06-28,Mobile,92984,10514,35.05,24565,5300,49616,47955,RPG
2023-10-02,VR,2644,15689,25.92,52230,7759,13535,33447,Simulation
2019-12-15,VR,1770,12019,17.93,35066,6039,2718,9965,Action
2020-12-03,Mobile,91738,12865,23.43,26735,6498,15974,26458,Action
2019-12-29,PC,29949,11979,28.21,25090,5938,66577,11815,RPG
2023-07-14,PC,76513,15600,22.2,26365,7811,123183,46354,Adventure
2021-02-03,PC,32738,13095,31.15,32344,6626,101552,12158,Adventure
2018-11-12,Mobile,78533,10849,32.25,34591,5404,45209,30890,RPG
2020-03-01,PC,61299,12197,30.99,23323,6081,70877,13436,Action
2018-08-31,Console,42226,10669,43.78,40979,5364,22763,19093,Simulation
2020-09-05,PC,60180,12701,37.49,26802,6359,51134,39432,Action
2021-07-23,Console,51170,13603,27.5,36227,6604,19442,34673,Action
2024-01-21,Console,71963,15984,52.33,44366,8083,32558,22180,RPG
2018-03-06,VR,1869,10179,12.59,21143,5073,2800,10827,FPS
2020-08-05,Console,47480,12645,76.31,25463,6394,41974,20209,Simulation
2024-04-19,Console,71236,16335,33.15,56012,8339,18599,34770,Adventure
2018-05-02,VR,2284,10359,15.77,41865,5141,7704,12337,RPG
2023-05-31,VR,1715,15354,16.91,65012,7800,10916,7646,RPG
2018-05-10,Console,54501,10352,66,10854,5066,10935,5150,Simulation
2023-09-17,Console,46113,15711,51.9,51320,7767,19443,38010,Action
2018-03-19,VR,2553,10211,20.26,27371,5192,3965,4714,Action
2020-03-18,VR,2233,12266,18.45,31050,6070,2627,15134,RPG
2023-06-07,PC,90252,15422,34.31,48130,7706,109859,42662,Simulation
2023-02-08,Mobile,127999,15106,18.62,54381,7569,41331,162478,Action
2024-09-11,VR,3681,16672,14.95,26398,8256,5668,15773,Simulation
2021-07-19,VR,2567,13487,20.38,51747,6762,3202,28900,Action
2023-07-13,PC,70144,15507,32.21,24572,7728,113170,29666,Adventure
2022-06-14,Mobile,163952,14462,20.63,24226,7394,57038,30521,RPG
2022-08-25,Console,59256,14609,22.12,60255,7234,28518,53293,Action
2023-04-28,PC,74730,15269,43.14,21495,7723,139504,8032,FPS
2019-11-16,Mobile,136141,11844,20.51,12039,5955,79052,8019,Action
2023-05-15,Mobile,164602,15332,11.02,62970,7687,69375,194834,Simulation
2022-04-15,Mobile,63955,14335,14.83,25018,7140,98353,26240,Adventure
2023-08-14,Mobile,146984,15646,10.65,72933,7873,76933,111960,Simulation
2018-11-08,VR,2720,10883,12.47,49457,5307,1224,15953,Simulation
2024-05-22,VR,2200,16357,16.25,35170,8153,2867,5903,Adventure
2020-11-14,Console,54750,12813,38.86,18400,6418,17433,10830,RPG
2023-06-24,PC,90245,15501,36.07,55448,7714,77213,54519,Adventure
2023-01-19,Mobile,104189,15070,18.48,32410,7429,66844,39202,Simulation
2020-05-08,Console,35780,12349,56.52,45345,6193,15373,32818,RPG
2021-09-07,Mobile,134380,13655,23.12,35343,6875,41003,39089,RPG
2018-08-28,Console,53129,10674,32.17,24353,5251,10050,10623,Action
2018-04-15,PC,38109,10312,55.69,46743,5172,34367,31156,RPG
2021-12-06,Mobile,100577,13885,18.91,43968,6996,88421,76261,Simulation
2022-08-09,VR,2262,14562,21.66,19602,7412,5478,9764,Simulation
2020-12-31,Mobile,91532,13008,20.1,56941,6613,71322,60264,RPG
2021-07-23,PC,45149,13538,37.84,52637,6689,82982,52052,FPS
2018-10-06,PC,64585,10785,38.44,45276,5538,77406,68080,Simulation
2019-11-04,PC,36319,11830,79.87,57989,5828,112778,74150,Simulation
2022-06-07,PC,65787,14408,26.68,71951,7135,96792,23340,FPS
2024-01-14,VR,2854,16010,7.19,70236,8091,10702,16811,FPS
2023-05-06,VR,3013,15382,23.32,25003,7823,3953,8340,Simulation
2020-05-02,Console,30430,12297,46.22,31547,6193,12772,28967,FPS
2018-01-21,PC,55720,10065,52.49,21599,4928,46625,14140,RPG
2021-02-27,Mobile,84286,13142,18.65,57637,6664,85212,74172,FPS
2018-12-10,Mobile,91035,10889,18.6,38488,5462,50053,42398,Adventure
2019-01-13,Mobile,76277,11100,9.56,49895,5660,15787,36948,RPG
2022-05-30,Console,57250,14416,57.81,21423,7256,30479,16022,Adventure
2020-02-07,Console,55539,12136,23.94,54009,6127,24766,31376,Action
2020-01-24,VR,2097,11999,8.36,15896,5933,1701,4039,Adventure
2021-04-20,Console,57042,13263,49.67,28788,6666,24609,14651,Simulation
2023-05-10,Mobile,124987,15338,13.67,73612,7718,75660,62112,RPG
2018-01-24,PC,55850,9996,53.05,34278,5083,53239,19142,RPG
2024-06-13,PC,74811,16367,49.56,63620,8420,134368,123730,FPS
2022-07-08,VR,2647,14523,19.06,47006,7231,2013,24963,Action
2021-01-15,Console,34304,13032,66.64,35886,6468,17997,34611,FPS
2023-03-16,Mobile,128410,15169,34.91,50563,7459,18524,59252,Simulation
2020-08-16,Console,58092,12653,40.84,33904,6282,26494,35809,FPS
2024-08-22,Mobile,172471,16713,17.85,46142,8315,88073,71553,RPG
2020-12-16,Mobile,128158,12971,13.49,28993,6541,39731,50746,FPS
2020-04-28,Mobile,105019,12328,8.34,55630,6087,65276,87935,Adventure
2021-04-02,VR,2235,13281,15.51,37556,6687,7752,9456,Simulation
2022-12-13,PC,75685,14953,32.76,58948,7578,68629,64853,RPG
2024-04-16,Console,54412,16302,56.83,56279,8279,15357,33534,Adventure
2019-08-14,PC,51054,11607,50.6,51811,5699,58645,77013,Adventure
2018-10-14,VR,1339,10748,8.15,43297,5260,6111,10746,Action
2021-11-17,Mobile,73477,13915,5.87,19741,7067,56539,25584,FPS
2023-07-12,Console,60880,15526,30.95,62004,7799,10286,23641,FPS
2021-05-20,Console,53982,13383,39.24,39022,6520,15244,25884,FPS
2020-07-04,Console,50554,12461,47.34,59469,6124,8130,52128,RPG
2019-01-26,Console,22128,11063,42.3,37548,5430,12643,19307,Adventure
2020-10-25,PC,57056,12880,59.95,62886,6491,62225,44492,Action
2024-03-12,Mobile,171813,16219,26.53,72583,7990,57714,121950,FPS
2024-05-07,VR,3968,16304,23.92,57704,8186,4970,13815,Action
2023-11-05,Mobile,93601,15875,26.34,37335,7955,75456,55685,FPS
2018-07-18,Console,46780,10504,36.83,20808,5237,6597,8102,Action
2022-01-03,Mobile,122190,13935,13.91,42223,6987,39687,32450,Action
2023-03-20,Console,58166,15183,48.41,55450,7754,17394,48926,FPS
2019-02-03,Mobile,118440,11101,23.56,18978,5543,88812,21484,Adventure
2023-01-29,Mobile,173706,15072,30.56,70089,7616,121514,72772,Adventure
2021-08-09,Console,51179,13557,68.36,20650,6803,22345,21207,RPG
2022-11-22,Console,32252,14881,28.34,47607,7299,16267,50561,Simulation
2018-01-23,PC,37544,10059,29.19,26530,5005,29221,25105,Adventure
2023-12-14,Console,64238,15979,28.77,77357,7959,30589,64117,RPG
2024-08-29,VR,4105,16716,25.09,54616,8314,9450,15719,RPG
2024-06-19,Mobile,156332,16437,10.18,37537,8254,55659,37229,Action
2022-08-16,Mobile,138221,14582,21,42184,7302,38960,85192,Simulation
2020-05-25,Mobile,124890,12431,17.66,25752,6208,33546,49567,Action
2019-07-13,Mobile,85023,11529,19.98,39705,5793,54798,36323,FPS
2019-12-02,Console,46104,11862,41.39,17069,5857,30424,11529,Adventure
2021-01-10,VR,2386,12958,13.18,52058,6398,6191,11613,Simulation
2021-11-16,Console,53414,13861,34.61,47844,6895,36582,28845,Simulation
2022-11-28,Mobile,104004,14913,17.21,17446,7445,51325,37802,Adventure
2023-09-16,PC,42002,15718,32.52,17006,7760,64256,13507,FPS
2019-06-21,VR,1967,11440,24.95,33195,5781,5812,8209,Simulation
2023-06-16,PC,92023,15471,28.25,58770,7824,67062,76709,FPS
2022-06-26,Console,66724,14425,58.33,43975,7278,12238,22017,Action
2023-03-26,Console,54699,15280,56.52,44086,7729,15780,19435,Action
2022-03-21,VR,1992,14224,14.04,69119,7032,4849,19565,Action
2019-01-09,Console,43231,11062,43.71,17910,5583,8745,13494,Action
2023-04-08,VR,3367,15279,29.37,54315,7712,6132,11266,Action
2022-11-09,Mobile,116344,14859,21.35,25681,7578,86060,17035,Action
2018-12-19,PC,43105,11017,37.5,37263,5419,60397,18661,RPG
2022-07-31,Console,63234,14615,16.73,32695,7329,26474,22279,FPS
2020-04-30,PC,56129,12364,11.89,44462,6049,91514,67258,Action
2018-01-28,PC,36664,10101,16.88,35072,5132,81062,27841,Action
2021-11-09,VR,1406,13881,22.95,53388,6856,5873,14559,RPG
2023-10-22,Mobile,123601,15819,13.05,45686,8041,81031,73479,Simulation
2022-07-09,VR,2423,14520,26.73,48933,7280,9881,6212,Adventure
2018-09-30,Console,44584,10763,37.92,17279,5369,17920,9233,Simulation
2021-10-21,VR,1485,13776,20.66,29854,6692,7479,5546,Adventure
2024-06-10,VR,1371,16455,23.3,33345,8230,6580,10060,Action
2023-07-29,Console,68141,15611,21.15,69915,7811,20082,64084,Simulation
2023-12-06,VR,2443,15946,7.02,27788,7959,4384,11729,FPS
2022-07-07,VR,2427,14478,19.77,65129,7357,5014,22788,Simulation
2018-06-05,VR,2113,10436,13.97,21419,5209,2578,11266,Action
2022-09-14,Console,69716,14739,31.17,33363,7399,20222,11601,Simulation
2021-04-18,Mobile,140120,13278,21.3,38601,6503,137768,44507,RPG
2022-06-27,PC,40175,14467,61.46,58418,7361,65867,85538,Action
2023-02-26,Mobile,110800,15179,17.24,75371,7465,26628,116465,Action
2021-12-19,VR,1957,14013,16.26,67563,7055,2568,32338,Action
2023-02-03,PC,79328,15137,44.42,29754,7688,111834,36146,Simulation
2020-11-20,Mobile,136096,12850,28.66,58662,6490,112726,58082,Action
2022-01-25,PC,55432,14047,25.48,28538,7001,85349,43577,Action
2023-10-27,PC,44451,15903,31.52,76523,7918,74395,103729,RPG
2022-05-27,PC,69119,14399,46.61,17357,7468,50078,10482,Adventure
2022-09-03,Console,37553,14675,59.05,44033,7343,24655,47420,Action
2020-10-29,Console,26907,12737,57.79,32824,6419,27370,43802,FPS
2023-05-05,Mobile,108777,15432,22.85,56121,7691,51032,133276,Adventure
2023-04-23,Mobile,121875,15210,19.57,72928,7547,108306,232170,RPG
2021-03-26,Mobile,99631,13248,12.05,52245,6607,71785,116100,RPG
2019-02-17,Console,27843,11072,57.68,31886,5574,7722,9422,Simulation
2020-11-01,PC,60514,12756,33.72,44380,6448,49911,48971,FPS
2019-02-09,Mobile,74793,11084,21.79,34909,5582,56070,85534,Simulation
2019-05-23,Mobile,135458,11468,10.83,55824,5721,69049,38092,FPS
2023-10-31,Mobile,139535,15824,31.44,48554,7890,56524,82742,Adventure
2021-02-17,VR,1443,13106,32.6,18138,6582,5054,9018,Simulation
2020-09-25,PC,31844,12737,40.6,30431,6339,94848,27036,Action
2023-01-19,PC,40934,14999,52.05,72954,7650,123136,100809,RPG
2022-03-18,Mobile,159139,14129,27.24,34741,7165,55172,17632,Simulation
2021-05-12,PC,85345,13309,34.77,30434,6777,100805,24920,Action
2021-06-10,Console,69395,13477,57.93,49765,6696,24557,9560,Action
2023-08-28,PC,71549,15624,30.26,24497,7845,52765,13379,Adventure
2021-03-28,VR,2442,13212,20.89,45230,6508,4703,21297,Action
2023-03-03,PC,49123,15146,33.21,37153,7681,88511,18658,Simulation
2023-07-27,Console,55318,15532,52.46,44434,7724,37233,17568,Adventure
2019-02-06,Console,43439,11043,30.96,35951,5517,10952,47038,Adventure
2021-04-08,Mobile,125110,13263,27.26,52822,6698,47066,103198,Action
2023-07-21,Mobile,123432,15526,23.22,33980,7576,40926,22742,Simulation
2022-10-04,VR,2010,14745,15.98,40497,7538,10766,14395,RPG
2022-02-10,PC,102965,14107,54.14,61934,7099,117835,73526,Adventure
2023-04-17,PC,54320,15343,12.94,38527,7743,43872,28847,Action
2020-06-04,Mobile,106272,12451,17.57,39793,6130,42078,59058,FPS
2018-04-08,PC,61826,10234,29.11,47613,5123,38085,70459,Adventure
2019-03-25,Console,50267,11212,33.77,15295,5653,9517,4505,RPG
2023-12-23,VR,1722,15934,18.11,66092,7991,5726,22289,Adventure
2021-05-14,VR,1860,13358,22.83,38148,6835,5072,13899,RPG
2021-10-16,Mobile,136355,13809,28.67,62182,6889,94180,117014,RPG
2020-08-26,PC,50537,12588,58.31,59554,6492,55636,44199,Adventure
2024-01-27,PC,120656,16087,47.37,74532,7852,39494,76075,Action
2019-07-18,Console,42499,11568,38.5,47728,5727,16425,30468,Adventure
2020-05-03,PC,74842,12359,60.97,19525,6045,27322,13683,FPS
2021-09-26,VR,2280,13694,14.89,16409,6937,5309,4556,FPS
2021-05-23,VR,2157,13401,17.11,54079,6697,6194,16658,FPS
2023-01-24,PC,54753,15035,26.07,68690,7529,109332,65572,FPS
2021-09-15,Console,62229,13701,55.87,53460,6824,24696,22171,Adventure
2023-01-24,VR,2416,15001,18.42,44265,7666,8378,27599,Action
2023-01-28,Console,71604,15142,33.04,40783,7531,30040,15823,Adventure
2024-03-25,PC,77366,16255,15.37,21043,7887,78181,12890,FPS
2021-04-27,VR,2042,13356,23.09,15095,6518,5650,1837,RPG
2019-05-22,Mobile,73534,11371,19.82,40760,5683,34248,58093,FPS
2019-10-16,VR,2083,11752,17.77,13099,5881,7505,2345,Simulation
2023-01-22,PC,55631,14975,47.77,48559,7512,81537,28066,FPS
2020-01-02,Console,40392,11948,65.36,22224,6097,35648,15478,RPG
2018-10-08,Mobile,49341,10808,8.6,14540,5451,17500,26380,FPS
2019-12-29,Console,45059,11991,57.03,57004,6178,23221,70298,Action
2023-07-30,Console,56327,15623,49,19035,8061,28862,8850,FPS
2023-01-20,VR,3091,15025,21.08,36790,7508,1636,13532,Action
2020-05-20,Console,55935,12383,74.15,36209,6059,6294,17478,FPS
